facilityName;streetAdress;city;state;zipCode;publicPhone
OLD CHELSEA STATION;217 WEST 18TH STREET;NEW YORK;NY;10011;2126752414
PLANETARIUM STATION;127 WEST 83RD STREET;NEW YORK;NY;10024;2128735698
RADIO CITY STATION;322 WEST 52ND STREET;NEW YORK;NY;10019;2122653672
ROCKEFELLER CENTER STATION;610 FIFTH AVENUE, CONCOURSE LEVEL 1;NEW YORK;NY;10020;2122653855
ROOSEVELT ISLAND STATION;694 MAIN STREET;NEW YORK;NY;10044;2127514348
TIMES SQUARE STATION;340 WEST 42ND STREET;NEW YORK;NY;10036;2125020432
VILLAGE STATION POST OFFICE;201 VARICK STREET;NEW YORK;NY;10014;2129899806
WASHINGTON BRIGDE STATION;518 WEST 181ST STREET;NEW YORK;NY;10033;2125432713
YORKVILLE STATION;1617 THIRD AVENUE;NEW YORK;NY;10128;2123692230
NEWARK POST OFFICE;300 S MAIN ST.;NEWARK;NY;14513;3153314790
NEWBURGH POST OFFICE;217 LIBERTY STREET;NEWBURGH;NY;12550;8455615982
LA SALLE STATION;9860 NIAGARA FALLS BLVD;NIAGARA FALLS;NY;14304;7165131014
NIAGARA FALLS POST OFFICE;615 MAIN ST;NIAGARA FALLS;NY;14302;7165131063
NIAGARA FALLS PUBLIC LIBRARY;1425 MAIN ST.;NIAGARA FALLS;NY;14305;7162864894
TOWN OF NIAGARA;7105 LOCKPORT ROAD;NIAGARA FALLS;NY;14305;7162972150
NORTH CHILI POST OFFICE;3235 UNION ST;NORTH CHILI;NY;14514;5855942933
NORTH TONAWANDA POST OFFICE;141 GOUNDRY ST;NORTH TONAWANDA;NY;14120;7167996801
NORTHPORT POST OFFICE;240 MAIN STREET;NORTHPORT;NY;11768;6312616941
NORTHVILLE POST OFFICE;151 N MAIN ST;NORTHVILLE;NY;12134;5188634944
CHENANGO COUNTY CLERK OF COURT;5 COURT STREET;NORWICH;NY;13815;6073371450
NORWICH POST OFFICE;20-22 EAST MAIN STREET;NORWICH;NY;13815;6073344134
OCEANSIDE POST OFFICE;80 ATLANTIC AVENUE;OCEANSIDE;NY;11572;5167665829
OGDENSBURG POST OFFICE;431 STATE STREET;OGDENSBURG;NY;13669;3153935330
OLD BETHPAGE POST OFFICE;696 OLD BETHPAGE ROAD;OLD BETHPAGE;NY;11804;5162490012
OLD FORGE MPO;2992 STATE ROUTE 28;OLD FORGE;NY;13420;3153693414
OLEAN POST OFFICE;102 S UNION ST;OLEAN;NY;14760;7163725212
ONEIDA POST OFFICE;133 FARRIER AVENUE;ONEIDA;NY;13421;3153634210
ONEONTA POST OFFICE;352 MAIN STREET;ONEONTA;NY;13820;6074326100
ONTARIO POST OFFICE;2001 FERGUSON DRIVE;ONTARIO;NY;14519;3155248112
ORANGEBURG POST OFFICE;26 ORANGETOWN CENTER;ORANGEBURG;NY;10962;8453593547
ORCHARD PARK POST OFFICE;60 SCHOOL ST;ORCHARD PARK;NY;14127;7166624110
OSSINING MAIN POST OFFICE;100 MAIN STREET;OSSINING;NY;10562;9149417348
OSWEGO COUNTY CLERK OF COURT;46 E BRIDGE ST;OSWEGO;NY;13126;3153498621
OSWEGO POST OFFICE;391 W FIRST ST.;OSWEGO;NY;13126;3153433881
TIOGA COUNTY CLERK;16 COURT STREET;OWEGO;NY;13827;6076878660
OYSTER BAY POST OFFICE;1 SHORE AVENUE;OYSTER BAY;NY;11771;5169228249
TOWN OF OYSTER BAY - NORTH;54 AUDREY AVENUE;OYSTER BAY;NY;11771;5166246333
OZONE PARK FINANCE STATION;91-11 LIBERTY AVENUE;OZONE PARK;NY;11417;7188436518
PAINTED POST POST OFFICE;135 NORTH HAMILTON STREET;PAINTED POST;NY;14870;6079366521
PALISADES POST OFFICE;705 OAK TREE ROAD;PALISADES;NY;10964;8453597841
PALMYRA POST OFFICE;522 E MAIN ST;PALMYRA;NY;14522;3155974151
PARKSVILLE POST OFFICE;12 COOLEY RD;PARKSVILLE;NY;12768;8452925451
PATCHOGUE POST OFFICE;170 EAST MAIN STREET;PATCHOGUE;NY;11772;6314750560
PATCHOGUE-MEDFORD LIBRARY;54-60 EAST MAIN STREET;PATCHOGUE;NY;11772;6316544700
PEARL RIVER POST OFFICE;35 S. MAIN STREET;PEARL RIVER;NY;10965;8457359578
PECONIC POST OFFICE;2575 PECONIC LANE;PECONIC;NY;11958;6317659348
PEEKSKILL POST OFFICE;738 SOUTH ST;PEEKSKILL;NY;10566;9147376437
PENFIELD POST OFFICE;2080 FAIRPORT NINE MILE POINT RD;PENFIELD;NY;14526;5853881920
YATES COUNTY CLERKS OFFICE;417 LIBERTY STREET,;PENN YANN;NY;14527;3155365120
PERRY POST OFFICE;24 N MAIN STREET;PERRY;NY;14530;5852372880
PHELPS POST OFFICE;6 CHURCH STREET;PHELPS;NY;14532;3155485021
PINE BUSH POST OFFICE;27 MAIN ST;PINE BUSH;NY;12566;8457443013
PINE CITY POST OFFICE;1565 PENNSYLVANIA AVE;PINE CITY;NY;14871;6077342558
PITTSFORD POST OFFICE;5607 PALMYRA ROAD;PITTSFORD;NY;14534;5855861230
PLAINVIEW POST OFFICE;1662 OLD COUNTRY ROAD;PLAINVIEW;NY;11803;5168457162
CLINTON COUNTY CLERKS OFFICE;137 MARGARET ST;PLATTSBURGH;NY;12901;5185654701
PLATTSBURGH POST OFFICE;10 MILLER ST;PLATTSBURGH;NY;12901;5185631450
PLEASANT VALLEY POST OFFICE;1612 MAIN STREET (ROUTE 44);PLEASANT VALLEY;NY;12569;8456358932
PLEASANTVILLE MAIN POST OFFICE;50 MEMORIAL PLAZA;PLEASANTVILLE;NY;10570;9147697351
POMONA POST OFFICE;1515 ROUTE 202;POMONA;NY;10970;8453645003
PORT CHESTER POST OFFICE;245 WESTCHESTER AVE;PORT CHESTER;NY;10573;9149396783
PORT JEFFERSON FREE LIBRARY;100 THOMPSON STREET;PORT JEFFERSON;NY;11777;6314730022
PORT JEFFERSON STATION POST OFFICE;544 JEFFERSON PLAZA;PORT JEFFERSON;NY;11776;6314732751
PORT JERVIS POST OFFICE;20 SUSSEX ST;PORT JERVIS;NY;12771;8458588173
PORT WASHINGTON POST OFFICE;1051 PORT WASHINGTON BOULEVARD;PORT WASHINGTON;NY;11050;5168830754
POTSDAM POST OFFICE;21 ELM ST;POTSDAM;NY;13676;3152658614
DUTCHESS COUNTY CLERK;22 MARKET STREET;POUGHKEEPSIE;NY;12601;8454862120
LAGRANGE LIBRARY;488 FREEDON PLAINS ROAD;POUGHKEEPSIE;NY;12603;8454523141
POUGHKEEPSIE POST OFFICE;55 MANSION ST;POUGHKEEPSIE;NY;12601;8454525297
PULASKI POST OFFICE;4909 N JEFFERSON ST;PULASKI;NY;13142;3152982951
